attractionName,reviewerName,reviewTitle,ratings,reviewDate,reviewText,reviewerProfilePicURL,reviewURL,compound_score,sentiment_category,wordCount,usefulness,usefulness,usefulness,No. of Useful,,,
Gardens by the Bay,szehuey88,Dome & clound forest,30,28-Dec-16,nice but suggest that ticket price for NRIC holder can reduce to maybe each entrance ticket sell $10.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ea/74/default-avatar-2020-68.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r447138189-Gardens_by_the_Bay-Singapore.html,0.2263,Positive,18,not useful,useful,not useful,1,,,
Jurong Bird Park,linweiyi2004,Must visit in Singapore,50,31-May-19,This is definitely one of the interesting place to visit when you are in Singapore. You won't regret.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ee/db/default-avatar-2020-10.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r677731032-Jurong_Bird_Park-Singapore.html,0.7738,Positive,18,useful,not useful,not useful,1,,,
Gardens by the Bay,ronleech,Nothing worth shouting about,20,8-Aug-16,"Nothing really worth shouting. And with the current weather in Singapore, drink more water before setting off.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f4/d0/default-avatar-2020-33.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r402653562-Gardens_by_the_Bay-Singapore.html,-0.2222,Negative,17,useful,not useful,not useful,1,,,
ArtScience Museum at Marina Bay Sands,artnetik,Mainly for children,20,24-Apr-18,"Maybe our expectations were too high, but the ticket includes too little for it's price. We took the Future world exhibition, which was in my opinion mainly for kids till 12 age.",https://media-cdn.tripadvisor.com/media/photo-l/10/19/1b/3f/david-l.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2138895-r125727125-ArtScience_Museum_at_Marina_Bay_Sands-Singapore.html,0,Neutral,32,useful,useful,useful,3,,,
Jurong Bird Park,FixxxerF,Good place,50,28-Nov-18,Good place to visit. Great display of the different birds in the world. Good show performance too! Recommended!,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f1/b8/default-avatar-2020-22.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r636269935-Jurong_Bird_Park-Singapore.html,0.9059,Positive,18,useful,not useful,not useful,1,,,
National Orchid Garden,DiningOut889,Beautiful sculptured landscapes and areas,50,27-Jan-20,You pay a small surcharge to enter this area. There are some beautifully done small environments. Very nic.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d317453-r741544306-National_Orchid_Garden-Singapore.html,0.5106,Positive,18,useful,not useful,not useful,1,,,
Night Safari,shypixie,Fun Experience,50,17-May-20,Very very different kind of experience! Super unique and I would recommend coming at least once! Interesting concept!,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/11/default-avatar-2020-41.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r753562672-Night_Safari-Singapore.html,0.8743,Positive,18,useful,not useful,not useful,1,,,
Night Safari,RAJESHRAJEEV,Fantastic,40,5-Jul-19,A must visit place in Singapore specially when you visit with your family. Nicely managed zoo and informative.,https://media-cdn.tripadvisor.com/media/photo-l/18/2f/09/fa/caption.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r701781753-Night_Safari-Singapore.html,0.4404,Positive,18,useful,not useful,not useful,1,,,
Singapore Botanic Gardens,Gohc212,good place to visit for photos,30,10-Feb-20,good place to visit for photos.if bringing pets please leash pets or fines will be imposed by NPARKS,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/59/default-avatar-2020-24.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310900-r686983848-Singapore_Botanic_Gardens-Singapore.html,0.5994,Positive,18,not useful,useful,not useful,1,,,
Singapore Cable Car,ndusha,Secure and interesting cable car,50,2-May-19,"We traveled within Sentosa in cable car, and it was a great experience with friendly and helpful staff",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/77/ae/default-avatar-2020-2.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r670892366-Singapore_Cable_Car-Singapore.html,0.8779,Positive,18,useful,not useful,not useful,1,,,
Singapore Cable Car,kamals48,"Best view, worth doing",50,31-May-18,"Nice view, value for money ( buy tickets from agent, almost half price)Safe for kids and old people",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e4/59/default-avatar-2020-49.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r584036006-Singapore_Cable_Car-Singapore.html,0.6369,Positive,18,useful,not useful,not useful,1,,,
Singapore Cable Car,38cyh,Great Views.....,50,15-Mar-18,Must to do when visiting Sansosa Island.... great experience would definately recommend to add this to your itineraries.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/4a/default-avatar-2020-42.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r566646048-Singapore_Cable_Car-Singapore.html,0.765,Positive,18,not useful,useful,not useful,1,,,
Singapore Cable Car,sunnyahuja4586,Really nice,40,28-May-17,Liked the experience although the one in hongkong is simply amazing. But once at Sentosa it is great.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r488438304-Singapore_Cable_Car-Singapore.html,0.8735,Positive,18,useful,not useful,not useful,1,,,
Asian Civilisations Museum,Ryu C,Heritage Indulgence,50,43748,ACM is one of the cultural museums in Singapore where one can immerse steeply into the historical culture from both local and regional countries.,https://media-cdn.tripadvisor.com/media/photo-l/19/8c/9d/cd/ryu-c.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310896-r716880126-Asian_Civilisations_Museum-Singapore.html,0,Neutral,24,not useful,not useful,not useful,0,,,
Asian Civilisations Museum,T6993KXdavidm,Wonderful,50,43723,A real eye-opener as to the many different cultures and their offerings to civilisations over the yearsWorth a visit,https://media-cdn.tripadvisor.com/media/photo-l/15/4b/82/f7/t6993kxdavidm.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310896-r709784595-Asian_Civilisations_Museum-Singapore.html,0,Neutral,19,useful,not useful,not useful,1,,,
Cloud Forest,SusanR_Vegas,Truly Amazing,50,8-Mar-20,Cloud Forest is absolutely breathtaking! Beautiful! Cannot compare it to anything else; it is one-of-a-kind. NOT TO BE MISSED,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e5/2b/default-avatar-2020-52.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4400781-r749757773-Cloud_Forest-Singapore.html,0.8882,Positive,19,useful,not useful,not useful,1,,,
Cloud Forest,Excursion31974983236,Mesmerising,40,12-Oct-19,An extraordinary jewel in the tourism attractions of singapore! Takes about an hour to visit fully and lifetime memories,https://media-cdn.tripadvisor.com/media/photo-l/18/d6/b6/d2/caption.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4400781-r712861459-Cloud_Forest-Singapore.html,0.68,Positive,19,not useful,useful,not useful,1,,,
Flower Dome,Chelsea B,Amazing displays,50,3-Feb-21,"There were a huge amount of beautiful displays to look at, there was colour wherever you looked. Loved it!",https://media-cdn.tripadvisor.com/media/photo-l/1c/4d/f5/28/chelsea-b.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4400784-r782190960-Flower_Dome-Singapore.html,0.8858,Positive,19,not useful,useful,not useful,1,,,
Flower Dome,WesternWarrior,Part of report on Gardens by the Bay,50,12-Feb-20,Very interesting well worth a visit. Refer to report given on the tourist attraction - Gardens By The Bay,https://media-cdn.tripadvisor.com/media/photo-l/0c/6e/00/52/westernwarrior.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4400784-r744446365-Flower_Dome-Singapore.html,0.8603,Positive,19,useful,not useful,not useful,1,,,
Gardens by the Bay,688tkwr,Beautiful view,50,26-Oct-20,"Great view and spectacular garden. Worth your time to visit, especially when it is your first time in Singapore.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ef/9c/default-avatar-2020-14.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r775655677-Gardens_by_the_Bay-Singapore.html,0.7184,Positive,19,useful,not useful,not useful,1,,,
Gardens by the Bay,rkoean,Worth to visit often,50,5-Oct-20,Come on weekday for uninterrupted view. We really love the day view as compared to night view of GBTB.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/de/5a/default-avatar-2020-36.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r773183835-Gardens_by_the_Bay-Singapore.html,0.6697,Positive,19,useful,not useful,not useful,1,,,
Gardens by the Bay,Sucrampler,Mind-blowing :),50,23-Mar-20,"I was amazed at how well decorated everything was. When I went there, I was proud to be Singaporean!",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e4/a9/default-avatar-2020-50.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r751666632-Gardens_by_the_Bay-Singapore.html,0.8268,Positive,19,useful,not useful,not useful,1,,,
Gardens by the Bay,Stephen A,Fantastic,50,13-Feb-20,Wonderful place to visit in Singapore. Could spend hours here at the domes and gardens. A must to see,https://media-cdn.tripadvisor.com/media/photo-s/01/2e/70/95/avatar021.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r744669821-Gardens_by_the_Bay-Singapore.html,0.5719,Positive,19,useful,not useful,not useful,1,,,
Gardens by the Bay,Hasnah1962,Beautiful garden,40,17-Oct-20,"Thanks to Covid-19, as it forced us to travel inland, hence, we discovered this beautiful garden in our homeland",https://media-cdn.tripadvisor.com/media/photo-l/05/b2/5f/88/hasnah1962.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r774563291-Gardens_by_the_Bay-Singapore.html,0.6731,Positive,19,not useful,useful,not useful,1,,,
Singapore Flyer,HerwindaA,So-so,30,4-Oct-18,"The place is well maintain. Exciting, but only for the 1st 10min.. after that, boring.. to long.....",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/df/2b/default-avatar-2020-39.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r622086524-Singapore_Flyer-Singapore.html,-0.0772,Negative,17,not useful,useful,not useful,1,,,
Gardens by the Bay,WWendy2014,Always awesome,40,29-Oct-19,Never fail to deliver the awesome experience...always good to brings friends who enjoy nature. Never fail to impress them.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/77/ae/default-avatar-2020-2.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r722198344-Gardens_by_the_Bay-Singapore.html,0.9485,Positive,19,not useful,useful,not useful,1,,,
Gardens by the Bay,Shlbre,Huge and interesting,40,26-Oct-19,Must be visited when you stay in SingaporeSo many type of greens.Organised very well with a lot of explanations,https://media-cdn.tripadvisor.com/media/photo-l/03/91/75/ad/shlbre.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r721409966-Gardens_by_the_Bay-Singapore.html,0.3384,Positive,19,useful,not useful,not useful,1,,,
Gardens by the Bay,GRG59,Alive lights,30,27-Dec-18,Green alive show was supperb.I was trained to ensure your handicap at golf doesn't escape you need to .,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f0/d5/default-avatar-2020-17.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r641600514-Gardens_by_the_Bay-Singapore.html,0.5693,Positive,19,useful,not useful,not useful,1,,,
Gardens by the Bay,CliveW976,Underwhelmed,30,3-Mar-18,"Made an evening visit to see the light show. I can see the attraction, but personally I was underwhelmed.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/59/default-avatar-2020-24.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r563875366-Gardens_by_the_Bay-Singapore.html,0.25,Positive,19,useful,not useful,not useful,1,,,
Gardens by the Bay,vincenzocorrado1773,Spectacular View,30,21-Apr-16,Was recommended many local friends that it is one of latest attraction and site to visit. Indeed it was.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f3/7c/default-avatar-2020-29.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r365977157-Gardens_by_the_Bay-Singapore.html,0.7845,Positive,19,not useful,useful,not useful,1,,,
Jurong Bird Park,RaihanS86,Well organised !,40,5-Jul-18,"We had a great time there, my 9 years old daughter enjoyed lot! Unfortunately she lost her glass though:)",https://media-cdn.tripadvisor.com/media/photo-l/0f/d3/18/3a/raihan-s.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r593207762-Jurong_Bird_Park-Singapore.html,0.6114,Positive,19,useful,not useful,not useful,1,,,
Asian Civilisations Museum,Roy F,Nice place to chill and learn about history,40,43621,This place offered a venue to chill from the hot weather while bringing you into the time long long time ago through its exhibits.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ea/74/default-avatar-2020-68.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310896-r679073394-Asian_Civilisations_Museum-Singapore.html,0,Neutral,24,not useful,not useful,not useful,0,,,
Night Safari,rohanjardosh,A Solo visit to Night Safari,50,10-Sep-19,It was one of best experience..!! Walk through the night safari you must do.. Food at ulu was delicious.,https://media-cdn.tripadvisor.com/media/photo-l/18/d8/d3/03/caption.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r708521798-Night_Safari-Singapore.html,0.8585,Positive,19,not useful,useful,not useful,1,,,
Sands Skypark Observation Deck,stgo555,Not as impressive,30,20-Aug-19,"Nice, but not as impressive as I expected. There are better places for nice views of the Singapore skyline.",https://media-cdn.tripadvisor.com/media/photo-l/07/cf/b4/38/st-g.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r701089933-Sands_Skypark_Observation_Deck-Singapore.html,0.7093,Positive,19,useful,not useful,not useful,1,,,
Singapore Cable Car,PatelM156,travel to singapore on rope,40,12-Jun-19,travel in cable car from mount faber to Santosa its nice experience to move on rope over the singapore.,https://media-cdn.tripadvisor.com/media/photo-l/0f/8e/df/ac/patel-m.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r680909080-Singapore_Cable_Car-Singapore.html,0.4215,Positive,19,not useful,useful,not useful,1,,,
Singapore Cable Car,droravni,Nice tour,40,25-Aug-18,A20 minutes ride over the Marin. Start in the forest. Very nice view of Santa's and the hills. Recommended.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f3/7c/default-avatar-2020-29.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r609928754-Singapore_Cable_Car-Singapore.html,0.5984,Positive,19,useful,not useful,not useful,1,,,
Singapore Cable Car,shailesh A,Good attraction,40,15-Aug-18,Buy return pass to visit all stations twice. Easy to navigate around sentosa island if you have the pass.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e6/ea/default-avatar-2020-54.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r606651287-Singapore_Cable_Car-Singapore.html,0.4404,Positive,19,not useful,useful,not useful,1,,,
Singapore Cable Car,chinad0ll64,View from above,40,11-Oct-17,Great way to get from Singapore to the resort island. See from a different prospective. Enjoyable for all ages.,https://media-cdn.tripadvisor.com/media/photo-l/10/ef/5d/b4/chinad0ll64.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r531891049-Singapore_Cable_Car-Singapore.html,0.7906,Positive,19,useful,not useful,not useful,1,,,
Singapore Cable Car,thulasi kumar R,ok,30,1-May-17,"I was not surprised in this as I had a great experience in Kashmir valley right in Himalyas"" Gulmarg"".",https://media-cdn.tripadvisor.com/media/photo-l/0f/24/3f/d0/dtkreddy.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r480483327-Singapore_Cable_Car-Singapore.html,0.5321,Positive,19,useful,not useful,not useful,1,,,
Singapore Zoo,JoyA1378,Best outdoor choice with young kids,40,30-Oct-19,"Despite a short 1.5 hour visit just before it's closure. The young kids aged 5,8, and 10 enjoyed themselves.",https://media-cdn.tripadvisor.com/media/photo-l/0c/37/23/b6/joy-a.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r722552456-Singapore_Zoo-Singapore.html,0.5106,Positive,19,not useful,useful,not useful,1,,,
